sentence1,sentence2,similarity_score
"['man', 'hold', 'leaf']","['hombr', 'sosteniendo', 'hoja']",0.0
"['person', 'ride', 'hors']","['persona', 'montando', 'caballo']",0.0
"['woman', 'slice', 'octopu']","['mujer', 'cortando', 'pulpo']",0.0
"['man', 'break', 'water', 'jug']","['hombr', 'rompiendo', 'jarra', 'agua']",0.2
"['man', 'play', 'guitar']","['hombr', 'tocando', 'guitarra']",0.0
"['girl', 'eat', 'cupcak']","['chica', 'comiendo', 'magdalena']",0.0
"['littl', 'girl', 'play', 'grass', 'dog', 'ball']","['pequeña', 'niña', 'jugaba', 'césped', 'perro', 'pelota']",3.8
"['peopl', 'ride', 'paddl', 'raft']","['gent', 'monta', 'rema', 'balsa']",2.25
"['ladi', 'cut', 'potato']","['señora', 'cortó', 'patata']",2.4
"['missil', 'explod']","['misil', 'explotó']",3.2
"['dog', 'play', 'snow']","['perro', 'jugando', 'niev']",1.6
"['woman', 'danc', 'woman']","['mujer', 'bailando', 'mujer']",0.4
"['boy', 'push', 'van']","['chico', 'empujando', 'furgoneta']",0.0
"['boy', 'make', 'danc', 'step']","['chico', 'haciendo', 'paso', 'bail']",0.4
"['woman', 'open', 'soda', 'drink']","['mujer', 'abriendo', 'refresco', 'bebiéndolo']",0.6
"['man', 'assembl', 'speaker', 'part']","['hombr', 'ensamblando', 'pieza', 'altavoz']",1.0
"['dog', 'walk', 'along', 'edg', 'pool']","['perro', 'caminó', 'bord', 'piscina']",4.6
"['butter', 'put', 'bowl']","['mantequilla', 'poniendo', 'tazón']",4.25
"['raccoon', 'eat']","['mapach', 'comiendo']",1.5
"['someon', 'fell', 'hors']","['alguien', 'cayó', 'caballo']",3.5
"['woman', 'peel', 'appl']","['mujer', 'pela', 'manzana']",0.0
"['man', 'take', 'math', 'class']","['hombr', 'tomando', 'clase', 'matemática']",0.0
"['anim', 'play', 'water']","['animal', 'jugando', 'agua']",0.0
"['man', 'ride', 'hors', 'jump', 'obstacl']","['hombr', 'montando', 'caballo', 'saltando', 'obstáculo']",0.333
"['person', 'pencil', 'trick', 'hand']","['persona', 'haciendo', 'truco', 'lápiz', 'mano']",0.333
"['person', 'lit', 'camera', 'fire']","['persona', 'prendió', 'fuego', 'cámara']",3.333
"['man', 'slice', 'tape', 'box']","['hombr', 'cortando', 'cinta', 'caja']",4.333
"['man', 'fish', 'river']","['hombr', 'pescando', 'río']",0.8
"['man', 'ride', 'bike']","['hombr', 'montando', 'bicicleta']",0.2
"['man', 'pushup']","['hombr', 'haciendo', 'flexion']",0.0
"['man', 'play', 'guitar']","['hombr', 'tocando', 'guitarra']",0.0
"['littl', 'boy', 'sing', 'play', 'guitar']","['niño', 'cantando', 'tocando', 'guitarra']",2.8
"['woman', 'powder', 'face']","['mujer', 'empolvando', 'cara']",0.8
"['woman', 'peel', 'potato']","['mujer', 'pelando', 'patata']",0.0
"['woman', 'fire', 'rifl']","['mujer', 'disparando', 'rifl']",0.25
"['woman', 'put', 'garland', 'man', 'shoulder']","['mujer', 'pone', 'guirnalda', 'hombro', 'hombr']",0.5
"['old', 'woman', 'shake', 'hand', 'man']","['anciana', 'da', 'mano', 'hombr']",3.75
"['woman', 'waterski']","['mujer', 'haciendo', 'esquí', 'acuático']",1.75
"['tree', 'bend', 'storm']","['árbole', 'doblando', 'tormenta']",2.667
"['man', 'woman', 'ride', 'car']","['hombr', 'mujer', 'van', 'coch']",0.4
"['man', 'move', 'tree', 'limb']","['hombr', 'moviendo', 'rama', 'árbol']",0.0
"['man', 'play', 'piano']","['hombr', 'toca', 'piano']",1.0
"['person', 'pour', 'oil', 'skillet']","['persona', 'viert', 'aceit', 'sartén']",0.8
"['anim', 'eat']","['anim', 'comiendo']",0.0
"['woman', 'walk', 'dog']","['mujer', 'paseando', 'perro']",4.0
"['group', 'peopl', 'sing']","['grupo', 'gent', 'canta']",5.0
"['cat', 'drink', 'milk']","['gato', 'bebiendo', 'lech']",4.4
"['girl', 'make', 'eyelid']","['chica', 'haciendo', 'párpado']",2.0
"['two', 'men', 'fight']","['do', 'hombr', 'luchando']",2.8
"['militari', 'offic', 'bark', 'recruit']","['ofici', 'militar', 'ladró', 'recluta']",2.5
"['man', 'put', 'chicken', 'contain']","['hombr', 'poniendo', 'pollo', 'contenedor']",2.5
"['man', 'tie', 'stenograph', 'machin']","['hombr', 'atado', 'máquina', 'taquígrafo']",2.25
"['woman', 'ad', 'pasta', 'pot', 'water']","['mujer', 'añadiendo', 'pasta', 'olla', 'agua']",3.6
"['woman', 'lie', 'blanket', 'rock', 'read', 'book']","['mujer', 'acostada', 'manta', 'roca', 'leyendo', 'libro']",1.2
"['two', 'puppi', 'play']","['do', 'cachorro', 'jugando']",0.2
"['man', 'run', 'field']","['hombr', 'corriendo', 'campo']",1.0
"['man', 'hug', 'someon']","['hombr', 'abrazando', 'alguien']",0.4
"['someon', 'pour', 'ingredi', 'pot']","['alguien', 'vertiendo', 'ingredient', 'olla']",2.8
"['coupl', 'walk']","['pareja', 'caminando']",0.0
"['person', 'play', 'guitar']","['persona', 'tocando', 'guitarra']",3.0
"['person', 'ad', 'food', 'pan']","['persona', 'añadiendo', 'comida', 'sartén']",3.0
"['group', 'penguin', 'walk']","['grupo', 'pingüino', 'caminando']",2.8
"['man', 'play', 'guitar']","['hombr', 'tocando', 'guitarra']",0.0
"['dog', 'jump', 'trampolin']","['perro', 'saltando', 'trampolín']",0.0
"['man', 'shake', 'contain', 'kitchen', 'sink']","['hombr', 'sacudiendo', 'contenedor', 'fregadero', 'cocina']",2.2
"['man', 'walk', 'hors']","['hombr', 'caminando', 'caballo']",3.75
"['paper', 'cut', 'scissor']","['papel', 'cortando', 'tijera']",4.0
"['person', 'peel', 'shrimp']","['persona', 'pela', 'camaron']",3.5
"['man', 'play', 'guitar']","['hombr', 'tocando', 'guitarra']",0.8
"['man', 'make', 'bed', 'hotel']","['hombr', 'haciendo', 'cama', 'hotel']",0.8
"['dog', 'pull', 'dog', 'tail', 'leg']","['perro', 'tiró', 'cola', 'perro', 'luego', 'pierna']",1.75
"['woman', 'beat', 'two', 'egg', 'bowl']","['mujer', 'bate', 'do', 'huevo', 'tazón']",3.0
"['man', 'jump', 'rope', 'outsid']","['hombr', 'saltando', 'cuerda', 'afuera']",0.0
"['person', 'slice', 'onion']","['persona', 'cortando', 'cebolla']",0.0
"['woman', 'hold', 'kangaroo']","['mujer', 'sostien', 'canguro']",0.0
"['soccer', 'player', 'kick', 'soccer', 'ball', 'goal']","['jugador', 'fútbol', 'pateando', 'balón', 'fútbol', 'portería']",3.8
"['woman', 'cook', 'someth']","['mujer', 'cocinando']",3.2
"['woman', 'swim', 'beach']","['mujer', 'nadando', 'playa']",3.2
"['man', 'carri', 'anoth', 'man']","['hombr', 'lleva', 'hombr']",0.8
"['woman', 'put', 'past', 'dish']","['mujer', 'poniendo', 'pasta', 'plato']",1.5
"['man', 'hold', 'talk', 'gray', 'tube', 'tshirt']","['hombr', 'sosteniendo', 'hablando', 'camiseta', 'gri', 'you', 'tube']",2.75
"['someon', 'pour', 'oliv', 'oil', 'bowl', 'tomato', 'wedg']","['alguien', 'viert', 'aceit', 'oliva', 'bol', 'gajo', 'tomat']",3.75
"['man', 'play', 'guitar']","['hombr', 'tocando', 'guitarra']",3.2
"['someon', 'boil', 'okra', 'pot']","['alguien', 'hirviendo', 'okra', 'olla']",0.8
"['person', 'peel', 'potato']","['persona', 'pelando', 'patata']",0.0
"['cat', 'jump', 'box']","['gato', 'saltando', 'dentro', 'caja']",0.0
"['woman', 'season', 'oil']","['mujer', 'condimentando', 'aceit']",1.4
"['cat', 'slide', 'upsid', 'couch']","['gato', 'desliza', 'revé', 'bajo', 'sofá']",3.2
"['woman', 'danc', 'man', 'play', 'keyboard']","['mujer', 'baila', 'mientra', 'hombr', 'toca', 'teclado']",2.2
"['chef', 'clean', 'bowl', 'soup']","['chef', 'limpiando', 'tazón', 'sopa']",2.533
"['explos', 'boom', 'desert']","['explosión', 'aug', 'desierto']",3.4
"['woman', 'slice', 'lemon']","['mujer', 'corta', 'limón']",0.0
"['overweight', 'man', 'skip', 'rope']","['hombr', 'sobrepeso', 'saltando', 'cuerda']",0.8
"['ladi', 'crack', 'two', 'raw', 'egg']","['señora', 'rompió', 'do', 'huevo', 'crudo']",3.2
"['man', 'sharpen', 'pencil', 'use', 'knife']","['hombr', 'afila', 'lápiz', 'cuchillo']",0.0
"['plastic', 'toy', 'float', 'water']","['juguet', 'plástico', 'flotando', 'agua']",0.0
"['turtl', 'follow', 'fish']","['tortuga', 'siguió', 'pez']",3.0
"['woman', 'pencil', 'eye', 'shadow']","['mujer', 'haciendo', 'sombra', 'ojo']",2.8
"['man', 'tie', 'shoe']","['hombr', 'atando', 'zapato']",0.0
"['woman', 'slice', 'meat', 'knife']","['mujer', 'cortando', 'carn', 'cuchillo']",0.417
"['dog', 'run', 'ground']","['perro', 'corriendo', 'suelo']",0.0
"['man', 'pet', 'tie', 'dog']","['hombr', 'acariciando', 'perro', 'atado']",1.0
"['woman', 'walk', 'open', 'ground', 'pet', 'dog', 'dog', 'follow']","['mujer', 'caminando', 'terreno', 'abierto', 'perro', 'mascota', 'mientra', 'perro', 'siguen']",2.0
"['woman', 'minc', 'garlic']","['mujer', 'picando', 'ajo']",0.0
"['two', 'team', 'play', 'soccer']","['do', 'equipo', 'jugando', 'fútbol']",2.5
"['rat', 'like', 'creatur', 'smell', 'around']","['criatura', 'parecida', 'rata', 'oliendo', 'ahí']",2.0
"['two', 'sumo', 'ringer', 'fight']","['do', 'anillador', 'sumo', 'luchando']",0.0
"['man', 'lay', 'ground', 'aim', 'rifl']","['hombr', 'acuesta', 'suelo', 'apunta', 'rifl']",0.0
"['coupl', 'run', 'toward', 'ocean']","['pareja', 'corriendo', 'hacia', 'océano']",2.818
"['woman', 'chop', 'hard', 'egg']","['mujer', 'cortando', 'huevo', 'duro']",3.533
"['two', 'robot', 'share', 'kiss']","['do', 'robot', 'comparten', 'beso']",3.8
"['cat', 'tri', 'touch', 'dog']","['gato', 'tratando', 'tocar', 'perro']",3.25
"['rhino', 'graze', 'grass']","['rinoceront', 'pastaba', 'hierba']",4.0
"['man', 'drove', 'littl', 'red', 'car', 'around', 'traffic']","['hombr', 'condujo', 'pequeño', 'coch', 'rojo', 'alrededor', 'tráfico']",0.0
"['man', 'cut', 'bread']","['hombr', 'cortando', 'pan']",1.0
"['cat', 'rapidli', 'swat', 'kid', 'head']","['gato', 'golpea', 'rápidament', 'niño', 'cabeza']",2.6
"['cat', 'play', 'box']","['gato', 'jugando', 'caja']",1.4
"['coupl', 'danc', 'church']","['pareja', 'bailó', 'iglesia']",3.2
"['man', 'pat', 'allig', 'mouth']","['hombr', 'dando', 'palmadita', 'caimán', 'boca']",0.0
"['person', 'check', 'rice', 'pud']","['persona', 'comprueba', 'arroz', 'lech']",0.0
"['woman', 'stir', 'two', 'egg', 'glass', 'bowl']","['mujer', 'revolviendo', 'do', 'huevo', 'tazón', 'vidrio']",0.0
"['man', 'play', 'drum']","['hombr', 'tocando', 'batería']",0.0
"['man', 'slice', 'pepper']","['hombr', 'cortando', 'pimiento']",3.8
"['woman', 'speak', 'sign', 'languag']","['mujer', 'hablando', 'lenguaj', 'signo']",0.643
"['boy', 'crawl', 'dog', 'hous']","['chico', 'arrastrando', 'casa', 'perro']",0.0
"['girl', 'flew', 'kite', 'ran', 'hill']","['chica', 'voló', 'cometa', 'mientra', 'corría', 'colina']",2.25
"['woman', 'place', 'food', 'pot', 'hot', 'water']","['mujer', 'colocando', 'comida', 'olla', 'agua', 'calient']",1.25
"['small', 'monkey', 'walk', 'water']","['pequeño', 'mono', 'camina', 'agua']",3.4
"['man', 'ride', 'bike']","['hombr', 'montando', 'bicicleta']",0.0
"['young', 'man', 'sing', 'play', 'piano']","['joven', 'cantando', 'tocando', 'piano']",0.2
"['boy', 'take', 'sunglass']","['chico', 'quita', 'gafa', 'sol']",0.5
"['girl', 'play', 'piano']","['chica', 'tocando', 'piano']",0.0
"['ladi', 'slice', 'tomato']","['señora', 'cortó', 'tomat']",4.0
"['someon', 'hold', 'hedgehog']","['alguien', 'sosteniendo', 'erizo']",0.0
"['woman', 'peel', 'potato']","['mujer', 'pela', 'patata']",1.0
"['cat', 'drink', 'water']","['gato', 'bebiendo', 'agua']",0.0
"['person', 'put', 'salt', 'pepper', 'piec', 'pork']","['persona', 'poniendo', 'sal', 'pimienta', 'trozo', 'cerdo']",0.0
"['man', 'sat', 'chair', 'stare']","['hombr', 'sentó', 'silla', 'miró', 'fijament']",0.0
"['woman', 'dice', 'potato']","['mujer', 'cortando', 'patata']",1.8
"['babi', 'crawl', 'happili']","['bebé', 'gateando', 'felizment']",1.2
"['person', 'fri', 'meat', 'pan']","['persona', 'friendo', 'carn', 'sartén']",0.6
"['man', 'look', 'window']","['hombr', 'mirando', 'ventana']",0.25
"['man', 'seat', 'play', 'guitar']","['hombr', 'sentado', 'tocando', 'guitarra']",3.25
"['woman', 'slice', 'onion', 'knife']","['mujer', 'cortando', 'cebolla', 'cuchillo']",1.25
"['rider', 'run', 'jump', 'hors']","['jinet', 'corriendo', 'saltando', 'caballo']",4.0
"['boy', 'play', 'keyboard']","['niño', 'jugando', 'teclado']",3.25
"['two', 'men', 'fight']","['do', 'hombr', 'luchando']",0.75
"['man', 'play', 'wooden', 'flute', 'sever', 'men', 'play', 'bongo', 'drum']","['hombr', 'tocando', 'flauta', 'madera', 'mientra', 'vario', 'hombr', 'tocan', 'tambor', 'bongó']",3.25
"['person', 'pet', 'monkey']","['persona', 'acariciando', 'mono']",1.2
"['two', 'cartoon', 'rabbit', 'kiss']","['do', 'conejo', 'dibujo', 'animado', 'besando']",3.8
"['hedgehog', 'chew', 'towel']","['erizo', 'masticó', 'toalla']",3.4
"['cat', 'lick']","['gato', 'lamiendo', 'mismo']",0.0
"['small', 'guinea', 'pig', 'gnaw', 'eat', 'piec', 'carrot', 'floor']","['pequeño', 'conejillo', 'india', 'royendo', 'comiendo', 'trozo', 'zanahoria', 'suelo']",3.5
"['four', 'boy', 'stand', 'front', 'burn', 'car']","['cuatro', 'chico', 'parado', 'frent', 'auto', 'llama']",3.75
"['man', 'smoke']","['hombr', 'fumando']",4.0
"['woman', 'ad', 'sauc', 'food']","['mujer', 'añadiendo', 'salsa', 'alguna', 'comida']",0.2
"['three', 'child', 'eat', 'food']","['tre', 'niño', 'comiendo', 'comida']",0.0
"['submarin', 'go', 'water']","['submarino', 'atravesando', 'agua']",0.0
"['man', 'run', 'street']","['hombr', 'corriendo', 'call']",0.8
"['person', 'slice', 'onion']","['persona', 'cortando', 'cebolla']",0.0
"['badger', 'dig', 'dirt']","['tejón', 'cavando', 'tierra']",0.0
"['woman', 'slice', 'big', 'pepper']","['mujer', 'cortando', 'gran', 'pimiento']",0.0
"['man', 'ride', 'bicycl']","['hombr', 'montando', 'bicicleta']",5.0
"['man', 'woman', 'kiss']","['hombr', 'mujer', 'besando']",0.6
"['woman', 'slice', 'onion']","['mujer', 'cortando', 'cebolla']",4.2
"['small', 'boy', 'play', 'dog']","['niño', 'pequeño', 'jugando', 'perro']",3.75
"['man', 'draw']","['hombr', 'dibujando']",5.0
"['man', 'cut', 'potato']","['hombr', 'cortando', 'patata']",1.25
"['boy', 'play', 'guitar']","['chico', 'tocando', 'guitarra']",3.6
"['woman', 'cut', 'onion']","['mujer', 'cortando', 'cebolla']",5.0
"['toy', 'train', 'strike', 'toy', 'car']","['tren', 'juguet', 'golpeando', 'coch', 'juguet']",5.0
"['man', 'play', 'guitar']","['hombr', 'tocando', 'guitarra']",2.2
"['cat', 'open', 'drawer', 'climb', 'insid']","['gato', 'abr', 'cajón', 'mete', 'dentro']",5.0
"['woman', 'fri', 'food']","['mujer', 'friendo', 'comida']",4.25
"['man', 'dice', 'onion']","['hombr', 'cortando', 'cebolla', 'cubito']",2.5
"['girl', 'play', 'guitar']","['chica', 'tocando', 'guitarra']",2.8
"['girl', 'sing', 'stage']","['chica', 'cantando', 'escenario']",2.8
"['woman', 'ride', 'hors']","['mujer', 'montando', 'caballo']",2.8
"['girl', 'play', 'guitar']","['chica', 'tocando', 'guitarra']",2.8
"['woman', 'brush', 'shrimp']","['mujer', 'cepillando', 'camaron']",5.0
"['man', 'danc', 'ceil']","['hombr', 'bailando', 'techo']",4.8
"['woman', 'thinli', 'slice', 'onion', 'larg', 'knife']","['mujer', 'corta', 'cebolla', 'rodaja', 'fina', 'gran', 'cuchillo']",4.2
"['man', 'play', 'keyboard']","['hombr', 'tocando', 'teclado']",5.0
"['man', 'play', 'guitar']","['hombr', 'toca', 'guitarra']",5.0
"['woman', 'peel', 'potato']","['mujer', 'pelando', 'patata']",5.0
"['woman', 'handl', 'frog']","['mujer', 'manejando', 'rana']",3.75
"['man', 'play', 'flute']","['hombr', 'tocando', 'flauta']",2.0
"['man', 'play', 'guitar']","['hombr', 'tocando', 'guitarra']",1.583
"['man', 'play', 'piano']","['hombr', 'tocando', 'piano']",1.778
"['man', 'play', 'guitar']","['hombr', 'tocando', 'guitarra']",2.0
"['man', 'play', 'flute']","['hombr', 'tocando', 'flauta']",2.0
"['man', 'play', 'flute']","['hombr', 'tocando', 'flauta']",2.0
"['two', 'woman', 'couch']","['do', 'mujer', 'sofá']",3.2
"['someon', 'slice', 'cucumb']","['alguien', 'cortando', 'pepino']",3.8
"['kitten', 'play', 'blue', 'rope', 'toy']","['gatito', 'jugando', 'juguet', 'cuerda', 'azul']",4.4
"['dog', 'bark', 'toy']","['perro', 'ladrando', 'juguet']",5.0
"['person', 'fold', 'tortilla']","['persona', 'dobla', 'tortilla']",3.5
"['cat', 'drink', 'milk']","['gato', 'bebiendo', 'lech']",4.0
"['person', 'drive', 'car']","['persona', 'conduciendo', 'coch']",3.5
"['turtl', 'walk']","['tortuga', 'caminando']",4.4
"['cow', 'eat', 'grass']","['vaca', 'comiendo', 'hierba']",3.8
"['woman', 'chop', 'broccoli']","['mujer', 'cortando', 'brócoli']",2.6
"['man', 'cri']","['hombr', 'llorando']",3.0
"['man', 'play', 'guitar']","['hombr', 'tocando', 'guitarra']",5.0
"['man', 'cut', 'onion']","['hombr', 'cortando', 'cebolla']",3.667
"['man', 'slice', 'potato']","['hombr', 'cortando', 'patata']",2.333
"['woman', 'tap', 'finger', 'tabl']","['mujer', 'golpeando', 'dedo', 'mesa']",4.0
"['someon', 'boil', 'okra', 'pot']","['alguien', 'hirviendo', 'okra', 'olla']",4.4
"['man', 'smoke']","['hombr', 'fumando']",0.2
"['man', 'play', 'drum']","['hombr', 'tocando', 'batería']",5.0
"['man', 'dive', 'pool']","['hombr', 'zambul', 'piscina']",5.0
"['woman', 'cut', 'leak']","['mujer', 'cortando', 'fuga']",4.0
"['littl', 'boy', 'play', 'guitar']","['niño', 'pequeño', 'tocando', 'guitarra']",4.6
"['woman', 'danc']","['mujer', 'bailando']",2.6
"['woman', 'talk']","['mujer', 'hablando']",2.6
"['girl', 'put', 'gel', 'hair']","['chica', 'poniendo', 'gel', 'pelo']",2.6
"['kid', 'play', 'guitar']","['niño', 'tocando', 'guitarra']",2.2
"['group', 'peopl', 'march', 'place']","['grupo', 'gent', 'marchando', 'lugar']",1.7
"['woman', 'shoot', 'machin', 'gun']","['mujer', 'disparando', 'ametralladora']",2.0
"['man', 'play', 'piano']","['hombr', 'tocaba', 'piano']",4.0
"['woman', 'slice', 'onion']","['mujer', 'cortando', 'cebolla']",3.25
"['man', 'slice', 'cucumb']","['hombr', 'cortando', 'pepino']",4.5
"['girl', 'eat', 'cupcak']","['chica', 'comiendo', 'magdalena']",2.6
"['woman', 'cut', 'onion']","['mujer', 'cortando', 'cebolla']",2.0
"['man', 'play', 'guitar']","['hombr', 'tocando', 'guitarra']",1.8
"['man', 'play', 'guitar']","['hombr', 'tocando', 'guitarra']",1.556
"['two', 'littl', 'girl', 'talk', 'telephon']","['do', 'niña', 'pequeña', 'hablan', 'teléfono']",4.5
"['man', 'chop', 'log', 'axe']","['hombr', 'cortando', 'tronco', 'hacha']",4.0
"['person', 'cut', 'capsicum', 'piec']","['persona', 'cortando', 'pimiento', 'pedazo']",1.6
"['man', 'talk', 'woman']","['hombr', 'hablando', 'mujer']",0.5
"['man', 'walk']","['hombr', 'caminando']",1.4
"['someon', 'pour', 'oil', 'skillet']","['alguien', 'vertiendo', 'aceit', 'sartén']",1.6
"['small', 'kitten', 'play', 'ball']","['pequeño', 'gatito', 'jugando', 'pelota']",4.4
"['man', 'play', 'guitar']","['hombr', 'tocando', 'guitarra']",1.8
"['girl', 'play', 'violin']","['chica', 'tocando', 'violín']",2.6
"['man', 'play', 'two', 'piano']","['hombr', 'tocando', 'do', 'piano']",1.6
"['man', 'exercis']","['hombr', 'haciendo', 'ejercicio']",3.0
"['person', 'slice', 'scallop']","['persona', 'cortando', 'vieira']",2.0
"['man', 'woman', 'ride', 'bicycl']","['hombr', 'mujer', 'montando', 'bicicleta']",2.0
"['two', 'men', 'fight', 'cow', 'pastur']","['do', 'hombr', 'luchando', 'pasto', 'vaca']",4.0
"['woman', 'ad', 'oil', 'pan']","['mujer', 'añadiendo', 'aceit', 'sartén']",3.0
"['girl', 'make', 'bed']","['chica', 'hace', 'cama']",4.4
"['cat', 'play', 'watermelon']","['gato', 'jugó', 'sandía']",4.8
"['girl', 'jump', 'car']","['chica', 'salta', 'coch']",4.8
"['man', 'pray']","['hombr', 'rezando']",0.727
"['car', 'park']","['coch', 'aparcando']",0.0
"['man', 'run']","['hombr', 'corriendo']",1.25
"['man', 'sing']","['hombr', 'cantando']",0.5
"['man', 'carri', 'anoth', 'man', 'shoulder']","['hombr', 'lleva', 'hombr', 'hombro']",3.25
"['woman', 'peel', 'potato']","['mujer', 'pelando', 'patata']",1.333
"['woman', 'cut', 'tomato']","['mujer', 'cortando', 'tomat']",1.0
"['someon', 'peel', 'potato']","['alguien', 'pelando', 'patata']",1.4
"['woman', 'peel', 'potato']","['mujer', 'pelando', 'patata']",1.333
"['two', 'robot', 'kiss']","['do', 'robot', 'besan']",5.0
"['two', 'boy', 'couch', 'play', 'video', 'game']","['do', 'chico', 'sofá', 'jugando', 'videojuego']",4.0
"['woman', 'squeez', 'lemon']","['mujer', 'exprimiendo', 'limón']",4.4
"['woman', 'slice', 'onion']","['mujer', 'cortando', 'cebolla']",1.2
"['woman', 'slice', 'carrot']","['mujer', 'cortando', 'zanahoria']",1.2
"['girl', 'style', 'hair']","['chica', 'arreglando', 'pelo']",1.25
"['man', 'walk', 'stair']","['hombr', 'bajando', 'escalera']",5.0
"['two', 'peopl', 'ride', 'motorcycl']","['do', 'persona', 'montando', 'motocicleta']",2.0
"['man', 'play', 'guitar']","['hombr', 'tocando', 'guitarra']",2.2
"['man', 'play', 'guitar', 'sing']","['hombr', 'tocando', 'guitarra', 'cantando']",3.2
"['man', 'walk', 'rain']","['hombr', 'caminando', 'bajo', 'lluvia']",1.5
"['kangaroo', 'eat']","['canguro', 'comiendo']",4.75
