sentence1,sentence2,score
"['man', 'ride', 'bike']","['woman', 'danc', 'street']",0.2
"['man', 'pushup']","['woman', 'cut', 'octopu']",0.0
"['man', 'play', 'guitar']","['woman', 'slice', 'pork']",0.0
"['littl', 'boy', 'sing', 'play', 'guitar']","['babi', 'play', 'guitar']",2.8
"['woman', 'powder', 'face']","['woman', 'tap', 'finger', 'tabl']",0.8
"['woman', 'peel', 'potato']","['lion', 'walk', 'around']",0.0
"['woman', 'fire', 'rifl']","['man', 'perform', 'stunt']",0.25
"['woman', 'put', 'garland', 'man', 'shoulder']","['man', 'pour', 'water', 'pilot', 'head']",0.5
"['old', 'woman', 'shake', 'hand', 'man']","['man', 'woman', 'shake', 'hand']",3.75
"['woman', 'waterski']","['woman', 'wake', 'board', 'lake']",1.75
"['tree', 'bend', 'storm']","['tree', 'hit', 'hard', 'wind']",2.667
"['man', 'woman', 'ride', 'car']","['woman', 'fri', 'shrimp']",0.4
"['man', 'move', 'tree', 'limb']","['woman', 'play', 'violin']",0.0
"['man', 'play', 'piano']","['woman', 'play', 'violin']",1.0
"['person', 'pour', 'oil', 'skillet']","['person', 'dice', 'onion']",0.8
"['anim', 'eat']","['woman', 'danc']",0.0
"['woman', 'walk', 'dog']","['woman', 'walk', 'dog', 'street']",4.0
"['group', 'peopl', 'sing']","['peopl', 'sing']",5.0
"['cat', 'drink', 'milk']","['cat', 'lick', 'saucer', 'milk']",4.4
"['girl', 'make', 'eyelid']","['woman', 'appli', 'eyeshadow']",2.0
"['two', 'men', 'fight']","['two', 'men', 'fight', 'use', 'form', 'martial', 'art']",2.8
"['militari', 'offic', 'bark', 'recruit']","['offic', 'talk', 'recruit']",2.5
"['man', 'put', 'chicken', 'contain']","['man', 'put', 'food', 'box']",2.5
"['man', 'tie', 'stenograph', 'machin']","['man', 'use', 'stenograph']",2.25
"['woman', 'ad', 'pasta', 'pot', 'water']","['woman', 'make', 'noodl']",3.6
"['woman', 'lie', 'blanket', 'rock', 'read', 'book']","['woman', 'seat', 'sing', 'song', 'play', 'guitar']",1.2
"['two', 'puppi', 'play']","['men', 'play', 'soccer']",0.2
"['man', 'run', 'field']","['man', 'climb', 'rope']",1.0
"['man', 'hug', 'someon']","['man', 'take', 'pictur']",0.4
"['someon', 'pour', 'ingredi', 'pot']","['man', 'put', 'veget', 'pot']",2.8
"['coupl', 'walk']","['men', 'saw']",0.0
"['person', 'play', 'guitar']","['man', 'play', 'guitar']",3.0
"['person', 'ad', 'food', 'pan']","['woman', 'put', 'rice', 'pan']",3.0
"['group', 'penguin', 'walk']","['larg', 'amount', 'penguin', 'head', 'ocean']",2.8
"['man', 'play', 'guitar']","['someon', 'handl', 'bun']",0.0
"['dog', 'jump', 'trampolin']","['boy', 'play', 'guitar']",0.0
"['man', 'shake', 'contain', 'kitchen', 'sink']","['man', 'empti', 'plastic', 'contain']",2.2
"['man', 'walk', 'hors']","['man', 'lead', 'hors', 'around', 'halter']",3.75
"['paper', 'cut', 'scissor']","['piec', 'paper', 'cut']",4.0
"['person', 'peel', 'shrimp']","['ladi', 'peel', 'shrimp']",3.5
"['man', 'play', 'guitar']","['man', 'tri', 'read', 'paper']",0.8
"['man', 'make', 'bed', 'hotel']","['man', 'hold', 'anim']",0.8
"['dog', 'pull', 'dog', 'tail', 'leg']","['monkey', 'pull', 'dog', 'tail']",1.75
"['woman', 'beat', 'two', 'egg', 'bowl']","['person', 'mix', 'ingredi', 'bowl']",3.0
"['man', 'jump', 'rope', 'outsid']","['woman', 'slice', 'cucumb']",0.0
"['person', 'slice', 'onion']","['hamster', 'sing']",0.0
"['woman', 'hold', 'kangaroo']","['man', 'hat', 'sing', 'song']",0.0
"['soccer', 'player', 'kick', 'soccer', 'ball', 'goal']","['soccer', 'player', 'score', 'goal']",3.8
"['woman', 'cook', 'someth']","['woman', 'pour', 'ingredi', 'fri', 'pan']",3.2
"['woman', 'swim', 'beach']","['woman', 'splash', 'around', 'ocean', 'wave']",3.2
"['man', 'carri', 'anoth', 'man']","['man', 'spray', 'anoth', 'man', 'water', 'hose']",0.8
"['woman', 'put', 'past', 'dish']","['woman', 'pull', 'kind', 'sticki', 'goo', 'bowl']",1.5
"['man', 'hold', 'talk', 'gray', 'tube', 'tshirt']","['man', 'show', 'shirt']",2.75
"['someon', 'pour', 'oliv', 'oil', 'bowl', 'tomato', 'wedg']","['man', 'pour', 'oil', 'tomato', 'slice']",3.75
"['man', 'play', 'guitar']","['man', 'play', 'guitar', 'friend']",3.2
"['someon', 'boil', 'okra', 'pot']","['someon', 'pour', 'oliv', 'oil', 'bowl', 'tomato', 'wedg']",0.8
"['person', 'peel', 'potato']","['cat', 'lick', 'small', 'bottl']",0.0
"['cat', 'jump', 'box']","['young', 'man', 'talk', 'leaf']",0.0
"['woman', 'season', 'oil']","['woman', 'pour', 'ingredi', 'bowl']",1.4
"['cat', 'slide', 'upsid', 'couch']","['cat', 'crawl', 'piec', 'furnitur', 'back']",3.2
"['woman', 'danc', 'man', 'play', 'keyboard']","['woman', 'danc', 'stage']",2.2
"['chef', 'clean', 'bowl', 'soup']","['man', 'wipe', 'edg', 'bowl']",2.533
"['explos', 'boom', 'desert']","['nuclear', 'weapon', 'explod', 'desert']",3.4
"['woman', 'slice', 'lemon']","['man', 'talk', 'microphon']",0.0
"['overweight', 'man', 'skip', 'rope']","['young', 'man', 'danc']",0.8
"['ladi', 'crack', 'two', 'raw', 'egg']","['woman', 'crack', 'egg', 'bowl']",3.2
"['man', 'sharpen', 'pencil', 'use', 'knife']","['woman', 'danc', 'rain']",0.0
"['plastic', 'toy', 'float', 'water']","['ladi', 'perform', 'danc']",0.0
"['turtl', 'follow', 'fish']","['sea', 'turtl', 'hunt', 'fish']",3.0
"['woman', 'pencil', 'eye', 'shadow']","['girl', 'use', 'eye', 'pencil', 'eyelid']",2.8
"['man', 'tie', 'shoe']","['dog', 'ride', 'bicyclist', 'shoulder']",0.0
"['woman', 'slice', 'meat', 'knife']","['man', 'spread', 'dough']",0.417
"['dog', 'run', 'ground']","['girl', 'tap', 'finger', 'nail']",0.0
"['man', 'pet', 'tie', 'dog']","['man', 'show', 'dog', 'camera']",1.0
"['woman', 'walk', 'open', 'ground', 'pet', 'dog', 'dog', 'follow']","['man', 'walk', 'sever', 'dog']",2.0
"['woman', 'minc', 'garlic']","['person', 'clean', 'disk']",0.0
"['two', 'team', 'play', 'soccer']","['differ', 'set', 'team', 'play', 'footbal', 'field']",2.5
"['rat', 'like', 'creatur', 'smell', 'around']","['anim', 'walk', 'ground']",2.0
"['two', 'sumo', 'ringer', 'fight']","['man', 'ride', 'water', 'toy', 'water']",0.0
"['man', 'lay', 'ground', 'aim', 'rifl']","['man', 'spread', 'butter', 'tortilla']",0.0
"['coupl', 'run', 'toward', 'ocean']","['man', 'woman', 'run', 'togeth', 'hold', 'hand']",2.818
"['woman', 'chop', 'hard', 'egg']","['person', 'cut', 'boil', 'egg', 'piec']",3.533
"['two', 'robot', 'share', 'kiss']","['male', 'femal', 'robot', 'kiss']",3.8
"['cat', 'tri', 'touch', 'dog']","['cat', 'teas', 'dog', 'touch', 'head']",3.25
"['rhino', 'graze', 'grass']","['rhino', 'graze', 'field']",4.0
"['man', 'drove', 'littl', 'red', 'car', 'around', 'traffic']","['dog', 'ran', 'water', 'beach']",0.0
"['man', 'cut', 'bread']","['man', 'trick', 'soccer', 'ball']",1.0
"['cat', 'rapidli', 'swat', 'kid', 'head']","['cat', 'boy', 'play', 'togeth']",2.6
"['cat', 'play', 'box']","['dog', 'play', 'floor', 'cleaner']",1.4
"['coupl', 'danc', 'church']","['coupl', 'slow', 'danc']",3.2
"['man', 'pat', 'allig', 'mouth']","['person', 'dump', 'chop', 'veget', 'pot', 'stove']",0.0
"['person', 'check', 'rice', 'pud']","['hors', 'run']",0.0
"['woman', 'stir', 'two', 'egg', 'glass', 'bowl']","['young', 'girl', 'sing', 'stage']",0.0
"['man', 'play', 'drum']","['man', 'pour', 'cleaner', 'sink']",0.0
"['man', 'slice', 'pepper']","['person', 'cut', 'big', 'green', 'pepper', 'apart']",3.8
"['woman', 'speak', 'sign', 'languag']","['woman', 'spice', 'seafood']",0.643
"['boy', 'crawl', 'dog', 'hous']","['cat', 'play', 'floor']",0.0
"['girl', 'flew', 'kite', 'ran', 'hill']","['girl', 'lose', 'kite']",2.25
"['woman', 'place', 'food', 'pot', 'hot', 'water']","['woman', 'fri', 'meat']",1.25
"['small', 'monkey', 'walk', 'water']","['monkey', 'wade', 'across', 'marsh']",3.4
"['man', 'ride', 'bike']","['panda', 'bear', 'eat']",0.0
"['young', 'man', 'sing', 'play', 'piano']","['man', 'write', 'letter']",0.2
"['boy', 'take', 'sunglass']","['boy', 'scream']",0.5
"['girl', 'play', 'piano']","['boy', 'push', 'up']",0.0
"['ladi', 'slice', 'tomato']","['someon', 'cut', 'tomato']",4.0
"['someon', 'hold', 'hedgehog']","['onion', 'slice']",0.0
"['woman', 'peel', 'potato']","['woman', 'grill', 'pineappl']",1.0
"['cat', 'drink', 'water']","['truck', 'go', 'hill']",0.0
"['person', 'put', 'salt', 'pepper', 'piec', 'pork']","['youngster', 'sit', 'piano']",0.0
"['man', 'sat', 'chair', 'stare']","['littl', 'girl', 'put', 'hair', 'poni', 'tail']",0.0
"['woman', 'dice', 'potato']","['woman', 'cut', 'tofu', 'tini', 'piec']",1.8
"['babi', 'crawl', 'happili']","['babi', 'sneez', 'scare', 'anoth', 'babi']",1.2
"['person', 'fri', 'meat', 'pan']","['man', 'cut', 'veget']",0.6000000000000001
"['man', 'look', 'window']","['woman', 'swim', 'water']",0.25
"['man', 'seat', 'play', 'guitar']","['man', 'play', 'acoust', 'guitar', 'sing', 'microphon']",3.25
"['woman', 'slice', 'onion', 'knife']","['man', 'prepar', 'dish']",1.25
"['rider', 'run', 'jump', 'hors']","['woman', 'jump', 'hurdl', 'hors']",4.0
"['boy', 'play', 'keyboard']","['boy', 'sit', 'room', 'play', 'piano', 'lamp', 'light']",3.25
"['two', 'men', 'fight']","['man', 'exercis']",0.75
"['man', 'play', 'wooden', 'flute', 'sever', 'men', 'play', 'bongo', 'drum']","['man', 'play', 'flute']",3.25
"['person', 'pet', 'monkey']","['man', 'hold', 'slow', 'lori']",1.2
"['two', 'cartoon', 'rabbit', 'kiss']","['rabbit', 'kiss', 'anoth', 'rabbit']",3.8
"['hedgehog', 'chew', 'towel']","['hedgehog', 'bite', 'blanket']",3.4
"['cat', 'lick']","['man', 'slice', 'white', 'onion', 'mandolin', 'slicer']",0.0
"['small', 'guinea', 'pig', 'gnaw', 'eat', 'piec', 'carrot', 'floor']","['guinea', 'pig', 'eat', 'carrot']",3.5
"['four', 'boy', 'stand', 'front', 'burn', 'car']","['four', 'young', 'men', 'stand', 'still', 'car', 'explod', 'behind']",3.75
"['man', 'smoke']","['man', 'sat', 'suit', 'smoke']",4.0
"['woman', 'ad', 'sauc', 'food']","['person', 'cut', 'leaf']",0.2
"['three', 'child', 'eat', 'food']","['deer', 'jump', 'fenc']",0.0
"['submarin', 'go', 'water']","['babi', 'fall', 'asleep']",0.0
"['man', 'run', 'street']","['man', 'play', 'guitar']",0.8
"['person', 'slice', 'onion']","['cat', 'poop', 'toilet']",0.0
"['badger', 'dig', 'dirt']","['man', 'move', 'larg', 'rock']",0.0
"['woman', 'slice', 'big', 'pepper']","['dog', 'move', 'mouth']",0.0
"['man', 'ride', 'bicycl']","['man', 'ride', 'bike']",5.0
"['man', 'woman', 'kiss']","['man', 'woman', 'talk']",0.6000000000000001
"['woman', 'slice', 'onion']","['woman', 'cut', 'onion']",4.2
"['small', 'boy', 'play', 'dog']","['babi', 'play', 'dog']",3.75
"['man', 'draw']","['man', 'draw']",5.0
"['man', 'cut', 'potato']","['woman', 'cut', 'tomato']",1.25
"['boy', 'play', 'guitar']","['kid', 'play', 'guitar']",3.6
"['woman', 'cut', 'onion']","['woman', 'cut', 'onion']",5.0
"['toy', 'train', 'strike', 'toy', 'car']","['toy', 'train', 'strike', 'toy', 'car']",5.0
"['man', 'play', 'guitar']","['man', 'play', 'flute']",2.2
"['cat', 'open', 'drawer', 'climb', 'insid']","['cat', 'open', 'drawer', 'climb', 'insid']",5.0
"['woman', 'fri', 'food']","['woman', 'deep', 'fri', 'food']",4.25
"['man', 'dice', 'onion']","['woman', 'cut', 'onion']",2.5
"['girl', 'play', 'guitar']","['man', 'play', 'guitar']",2.8
"['girl', 'sing', 'stage']","['man', 'sing', 'stage']",2.8
"['woman', 'ride', 'hors']","['woman', 'ride', 'donkey']",2.8
"['girl', 'play', 'guitar']","['man', 'play', 'guitar']",2.8
"['woman', 'brush', 'shrimp']","['woman', 'brush', 'shrimp']",5.0
"['man', 'danc', 'ceil']","['man', 'danc', 'ceil', 'room']",4.8
"['woman', 'thinli', 'slice', 'onion', 'larg', 'knife']","['woman', 'slice', 'onion', 'larg', 'knife']",4.2
"['man', 'play', 'keyboard']","['man', 'play', 'keyboard']",5.0
"['man', 'play', 'guitar']","['man', 'play', 'guitar']",5.0
"['woman', 'peel', 'potato']","['woman', 'peel', 'potato']",5.0
"['woman', 'handl', 'frog']","['man', 'hold', 'frog']",3.75
"['man', 'play', 'flute']","['man', 'play', 'guitar']",2.0
"['man', 'play', 'guitar']","['man', 'play', 'flute']",1.583
"['man', 'play', 'piano']","['man', 'play', 'guitar']",1.778
"['man', 'play', 'guitar']","['man', 'play', 'piano']",2.0
"['man', 'play', 'flute']","['man', 'play', 'guitar']",2.0
"['man', 'play', 'flute']","['man', 'play', 'guitar']",2.0
"['two', 'woman', 'couch']","['two', 'woman', 'hug', 'couch']",3.2
"['someon', 'slice', 'cucumb']","['man', 'slice', 'cucumb']",3.8
"['kitten', 'play', 'blue', 'rope', 'toy']","['kitten', 'play', 'toy']",4.4
"['dog', 'bark', 'toy']","['dog', 'bark', 'toy']",5.0
"['person', 'fold', 'tortilla']","['man', 'fold', 'tortilla']",3.5
"['cat', 'drink', 'milk']","['kitten', 'drink', 'milk']",4.0
"['person', 'drive', 'car']","['man', 'drive', 'car']",3.5
"['turtl', 'walk']","['tortois', 'walk']",4.4
"['cow', 'eat', 'grass']","['cow', 'eat', 'hay']",3.8
"['woman', 'chop', 'broccoli']","['woman', 'chop', 'garlic']",2.6
"['man', 'cri']","['man', 'scream']",3.0
"['man', 'play', 'guitar']","['man', 'play', 'guitar']",5.0
"['man', 'cut', 'onion']","['man', 'cut', 'plantain']",3.667
"['man', 'slice', 'potato']","['woman', 'peel', 'potato']",2.333
"['woman', 'tap', 'finger', 'tabl']","['woman', 'tap', 'finger']",4.0
"['someon', 'boil', 'okra', 'pot']","['someon', 'cook', 'okra', 'pan']",4.4
"['man', 'smoke']","['man', 'mix']",0.2
"['man', 'play', 'drum']","['man', 'play', 'drum']",5.0
"['man', 'dive', 'pool']","['man', 'dive', 'pool']",5.0
"['woman', 'cut', 'leak']","['woman', 'slice', 'leek']",4.0
"['littl', 'boy', 'play', 'guitar']","['boy', 'play', 'guitar']",4.6
"['woman', 'danc']","['man', 'danc']",2.6
"['woman', 'talk']","['men', 'talk']",2.6
"['girl', 'put', 'gel', 'hair']","['woman', 'put', 'gel', 'hair']",2.6
"['kid', 'play', 'guitar']","['man', 'play', 'guitar']",2.2
"['group', 'peopl', 'march', 'place']","['group', 'peopl', 'danc', 'concert']",1.7000000000000002
"['woman', 'shoot', 'machin', 'gun']","['man', 'shoot', 'gun']",2.0
"['man', 'play', 'piano']","['man', 'play', 'piano']",4.0
"['woman', 'slice', 'onion']","['someon', 'slice', 'onion']",3.25
"['man', 'slice', 'cucumb']","['man', 'cut', 'cucumb']",4.5
"['girl', 'eat', 'cupcak']","['woman', 'eat', 'cupcak']",2.6
"['woman', 'cut', 'onion']","['man', 'chop', 'onion']",2.0
"['man', 'play', 'guitar']","['babi', 'play', 'guitar']",1.8
"['man', 'play', 'guitar']","['man', 'play', 'drum']",1.556
"['two', 'littl', 'girl', 'talk', 'telephon']","['two', 'girl', 'talk', 'phone']",4.5
"['man', 'chop', 'log', 'axe']","['man', 'chop', 'tree', 'trunk', 'axe']",4.0
"['person', 'cut', 'capsicum', 'piec']","['person', 'slice', 'garlic', 'piec']",1.6
"['man', 'talk', 'woman']","['woman', 'walk', 'dog']",0.5
"['man', 'walk']","['man', 'talk']",1.4
"['someon', 'pour', 'oil', 'skillet']","['someon', 'pour', 'milk', 'blender']",1.6
"['small', 'kitten', 'play', 'ball']","['kitten', 'play', 'ball']",4.4
"['man', 'play', 'guitar']","['woman', 'play', 'flute']",1.8
"['girl', 'play', 'violin']","['girl', 'play', 'flute']",2.6
"['man', 'play', 'two', 'piano']","['cat', 'play', 'piano']",1.6
"['man', 'exercis']","['girl', 'exercis']",3.0
"['person', 'slice', 'scallop']","['person', 'slice', 'octopu']",2.0
"['man', 'woman', 'ride', 'bicycl']","['man', 'woman', 'ride', 'motorcycl']",2.0
"['two', 'men', 'fight', 'cow', 'pastur']","['two', 'men', 'fight', 'cattl', 'pen']",4.0
"['woman', 'ad', 'oil', 'pan']","['man', 'pour', 'oil', 'pan']",3.0
"['girl', 'make', 'bed']","['young', 'girl', 'make', 'bed']",4.4
"['cat', 'play', 'watermelon']","['cat', 'play', 'watermelon']",4.8
"['girl', 'jump', 'car']","['girl', 'jump', 'onto', 'car']",4.8
"['man', 'pray']","['man', 'run']",0.727
"['car', 'park']","['cat', 'play']",0.0
"['man', 'run']","['man', 'danc']",1.25
"['man', 'sing']","['man', 'danc']",0.5
"['man', 'carri', 'anoth', 'man', 'shoulder']","['man', 'carri', 'someon', 'shoulder']",3.25
"['woman', 'peel', 'potato']","['woman', 'slice', 'tomato']",1.333
"['woman', 'cut', 'tomato']","['woman', 'slice', 'potato']",1.0
"['someon', 'peel', 'potato']","['someon', 'slice', 'tomato']",1.4
"['woman', 'peel', 'potato']","['woman', 'slice', 'tomato']",1.333
"['two', 'robot', 'kiss']","['two', 'robot', 'kiss']",5.0
"['two', 'boy', 'couch', 'play', 'video', 'game']","['two', 'boy', 'play', 'video', 'game']",4.0
"['woman', 'squeez', 'lemon']","['woman', 'squeez', 'juic', 'lemon']",4.4
"['woman', 'slice', 'onion']","['man', 'slice', 'tomato']",1.2
"['woman', 'slice', 'carrot']","['man', 'slice', 'tomato']",1.2
"['girl', 'style', 'hair']","['girl', 'file', 'nail']",1.25
"['man', 'walk', 'stair']","['man', 'walk', 'staircas']",5.0
"['two', 'peopl', 'ride', 'motorcycl']","['two', 'peopl', 'ride', 'bike']",2.0
"['man', 'play', 'guitar']","['woman', 'play', 'electr', 'guitar']",2.2
"['man', 'play', 'guitar', 'sing']","['man', 'play', 'guitar']",3.2
"['man', 'walk', 'rain']","['man', 'woman', 'walk', 'grand']",1.5
"['kangaroo', 'eat']","['kangaroo', 'eat']",4.75
"['man', 'fish']","['man', 'exercis']",0.5
"['woman', 'swim']","['man', 'sing']",0.067
"['woman', 'eat']","['anim', 'eat']",1.6
"['boy', 'girl', 'danc', 'rain']","['man', 'woman', 'danc', 'rain']",2.6
"['man', 'drive', 'car']","['man', 'drive', 'car']",4.875
"['woman', 'grate', 'onion']","['woman', 'grate', 'onion']",5.0
"['two', 'rooster', 'fight']","['two', 'men', 'fight']",2.0
"['man', 'ride', 'hors']","['man', 'drive', 'car']",1.4
"['man', 'ride', 'hors']","['man', 'drive', 'car']",1.4
"['man', 'shoot', 'gun']","['man', 'slice', 'bun']",0.8
"['woman', 'cut', 'onion']","['woman', 'cut', 'meat']",2.0
"['woman', 'slice', 'herb']","['man', 'slice', 'bread']",1.6
"['boy', 'play', 'piano']","['man', 'play', 'piano']",3.0
"['babi', 'eleph', 'eat']","['babi', 'eleph', 'eat', 'sapl']",3.615
"['woman', 'crack', 'egg', 'bowl']","['woman', 'crack', 'egg']",4.0
"['person', 'play', 'keyboard']","['boy', 'play', 'keyboard']",4.0
"['boy', 'whack', 'man', 'sword']","['boy', 'spank', 'man', 'plastic', 'sword']",3.333
"['person', 'slice', 'carrot', 'piec']","['person', 'cut', 'onion', 'piec']",1.5
"['man', 'slice', 'bunch', 'water', 'bottl', 'knife']","['man', 'slice', 'line', 'water', 'bottl', 'knife']",4.4
"['man', 'write', 'book']","['man', 'write', 'paper']",2.875
"['woman', 'slice', 'garlic']","['woman', 'slice', 'big', 'pepper']",2.2
"['person', 'make', 'bed']","['person', 'eat', 'tabl']",0.2
"['man', 'play', 'keyboard']","['man', 'play', 'guitar']",1.8
"['man', 'play', 'violin']","['man', 'play', 'harp']",1.6
"['woman', 'smoke']","['man', 'walk']",0.2
"['man', 'eras', 'man', 'board']","['man', 'eras', 'work', 'board']",3.0
"['man', 'ride', 'motorcycl']","['man', 'ride', 'motorcycl', 'town']",3.5
"['man', 'ride', 'motorcycl', 'highway']","['man', 'ride', 'motorcycl']",3.5
"['woman', 'slice', 'meat']","['woman', 'slice', 'onion']",2.0
"['woman', 'cut', 'broccoli']","['woman', 'cut', 'broccoli']",5.0
"['man', 'play', 'piano']","['woman', 'peel', 'potato']",0.0
"['someon', 'slice', 'tomato']","['someon', 'slice', 'fruit']",3.2
"['woman', 'danc', 'cage']","['woman', 'danc']",3.25
"['woman', 'swim']","['man', 'spit']",0.0
"['man', 'run']","['man', 'moo']",1.0
"['man', 'play', 'guitar']","['man', 'play', 'guitar']",3.667
"['cat', 'stare', 'camera']","['cat', 'address', 'camera']",3.0
"['babi', 'laugh', 'crawl']","['babi', 'laugh', 'crawl', 'floor']",4.2
"['woman', 'shoot', 'gun']","['woman', 'shoot', 'shotgun']",4.091
"['woman', 'danc', 'rain']","['woman', 'danc', 'railway', 'station']",2.0
"['woman', 'danc']","['woman', 'exercis']",1.0
"['kid', 'play', 'instrument']","['young', 'boy', 'play', 'wind', 'instrument']",3.8
"['someon', 'slice', 'bottl', 'sword']","['man', 'break', 'bottl', 'sword']",4.0
"['woman', 'cut', 'appl']","['woman', 'cut', 'potato']",1.8
"['man', 'peel', 'appl']","['man', 'peel', 'appl']",5.0
"['man', 'play', 'guitar']","['man', 'play', 'skull']",1.0
"['anim', 'walk', 'ground']","['solenodon', 'walk', 'along', 'ground']",3.0
"['littl', 'girl', 'play', 'grand', 'piano', 'stage']","['littl', 'girl', 'play', 'piano']",2.6
"['group', 'peopl', 'danc']","['group', 'men', 'danc']",3.4
"['man', 'play', 'guitar']","['woman', 'play', 'guitar']",2.0
"['cat', 'swing', 'ceil', 'fan']","['cat', 'spun', 'around', 'ceil', 'fan']",4.2
"['woman', 'play', 'flute']","['girl', 'play', 'flute']",3.8
"['woman', 'dice', 'onion']","['woman', 'cut', 'onion']",4.4
"['monkey', 'brush', 'bull', 'dog']","['monkey', 'brush', 'dog']",4.2
"['woman', 'slice', 'onion']","['woman', 'cut', 'potato']",1.2
"['man', 'play', 'piano']","['woman', 'play', 'guitar']",1.2
"['woman', 'wash', 'hand']","['woman', 'straighten', 'hair']",0.8
